Año,Mes,Mes_num,Accion,Tipo,Hora,Cantidad
2020,Octubre,10,Intervenciones,Violencia familiar histórica,17,1
2020,Octubre,10,Intervenciones,Violencia familiar histórica,18,0
2020,Octubre,10,Intervenciones,Violencia familiar histórica,19,4
2020,Octubre,10,Intervenciones,Violencia familiar histórica,20,2
2020,Octubre,10,Intervenciones,Violencia familiar histórica,21,2
2020,Octubre,10,Intervenciones,Violencia familiar histórica,22,3
2020,Octubre,10,Intervenciones,Violencia familiar histórica,23,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,0,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,0,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,1,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,2,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,2,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,3,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,3,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,4,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,5,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,5,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,6,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,6,4
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,7,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,8,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,9,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,10,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,11,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,11,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,12,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,13,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,14,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,14,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,15,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,15,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,16,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,17,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,17,2
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,18,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,18,2
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,19,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,20,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,20,1
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,21,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,22,0
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,22,2
2020,Octubre,10,Intervenciones SAMEC,Abuso sexual,23,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,0,3
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,1,5
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,2,2
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,3,2
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,4,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,5,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,6,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,7,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,8,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,9,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,10,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,11,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,12,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,13,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,14,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,15,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,16,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,17,3
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,18,1
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,19,0
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,20,8
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,21,8
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,22,6
2020,Octubre,10,Intervenciones SAMEC,Violencia de género,23,4
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,0,72
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,1,46
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,2,45
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,3,38
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,4,20
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,5,22
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,6,12
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,7,15
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,8,11
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,9,12
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,10,18
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,11,31
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,12,25
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,13,25
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,14,23
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,15,25
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,16,20
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,17,19
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,18,45
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,19,52
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,20,65
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,21,66
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,22,62
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar en curso,23,60
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,0,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,1,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,2,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,3,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,4,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,5,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,6,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,7,1
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,8,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,9,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,10,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,11,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,12,1
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,13,1
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,14,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,15,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,16,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,17,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,18,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,19,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,20,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,21,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,22,0
2020,Octubre,10,Intervenciones SAMEC,Violencia familiar histórica,23,0
2020,Octubre,10,Llamadas,Abuso sexual,0,0
2020,Octubre,10,Llamadas,Abuso sexual,0,3
2020,Octubre,10,Llamadas,Abuso sexual,1,0
2020,Octubre,10,Llamadas,Abuso sexual,1,1
2020,Octubre,10,Llamadas,Abuso sexual,2,0
2020,Octubre,10,Llamadas,Abuso sexual,2,2
2020,Octubre,10,Llamadas,Abuso sexual,3,1
2020,Octubre,10,Llamadas,Abuso sexual,3,2
2020,Octubre,10,Llamadas,Abuso sexual,4,0
2020,Octubre,10,Llamadas,Abuso sexual,4,1
2020,Octubre,10,Llamadas,Abuso sexual,5,0
2020,Octubre,10,Llamadas,Abuso sexual,5,2
2020,Octubre,10,Llamadas,Abuso sexual,6,0
2020,Octubre,10,Llamadas,Abuso sexual,6,7
2020,Octubre,10,Llamadas,Abuso sexual,7,0
2020,Octubre,10,Llamadas,Abuso sexual,8,0
2020,Octubre,10,Llamadas,Abuso sexual,8,1
2020,Octubre,10,Llamadas,Abuso sexual,9,0
2020,Octubre,10,Llamadas,Abuso sexual,9,1
2020,Octubre,10,Llamadas,Abuso sexual,10,0
2020,Octubre,10,Llamadas,Abuso sexual,10,3
2020,Octubre,10,Llamadas,Abuso sexual,11,0
2020,Octubre,10,Llamadas,Abuso sexual,11,2
2020,Octubre,10,Llamadas,Abuso sexual,12,0
2020,Octubre,10,Llamadas,Abuso sexual,13,0
2020,Octubre,10,Llamadas,Abuso sexual,13,6
2020,Octubre,10,Llamadas,Abuso sexual,14,0
2020,Octubre,10,Llamadas,Abuso sexual,14,2
2020,Octubre,10,Llamadas,Abuso sexual,15,0
2020,Octubre,10,Llamadas,Abuso sexual,15,2
2020,Octubre,10,Llamadas,Abuso sexual,16,0
2020,Octubre,10,Llamadas,Abuso sexual,16,2
2020,Octubre,10,Llamadas,Abuso sexual,17,0
2020,Octubre,10,Llamadas,Abuso sexual,17,8
2020,Octubre,10,Llamadas,Abuso sexual,18,0
2020,Octubre,10,Llamadas,Abuso sexual,18,6
2020,Octubre,10,Llamadas,Abuso sexual,19,0
2020,Octubre,10,Llamadas,Abuso sexual,19,2
2020,Octubre,10,Llamadas,Abuso sexual,20,0
2020,Octubre,10,Llamadas,Abuso sexual,20,2
2020,Octubre,10,Llamadas,Abuso sexual,21,0
2020,Octubre,10,Llamadas,Abuso sexual,21,1
2020,Octubre,10,Llamadas,Abuso sexual,22,0
2020,Octubre,10,Llamadas,Abuso sexual,22,5
2020,Octubre,10,Llamadas,Abuso sexual,23,0
2020,Octubre,10,Llamadas,Abuso sexual,23,2
2020,Octubre,10,Llamadas,Violencia de género,0,44
2020,Octubre,10,Llamadas,Violencia de género,1,47
2020,Octubre,10,Llamadas,Violencia de género,2,21
2020,Octubre,10,Llamadas,Violencia de género,3,13
2020,Octubre,10,Llamadas,Violencia de género,4,18
2020,Octubre,10,Llamadas,Violencia de género,5,10
2020,Octubre,10,Llamadas,Violencia de género,6,10
2020,Octubre,10,Llamadas,Violencia de género,7,9
2020,Octubre,10,Llamadas,Violencia de género,8,10
2020,Octubre,10,Llamadas,Violencia de género,9,12
2020,Octubre,10,Llamadas,Violencia de género,10,21
2020,Octubre,10,Llamadas,Violencia de género,11,32
2020,Octubre,10,Llamadas,Violencia de género,12,13
2020,Octubre,10,Llamadas,Violencia de género,13,10
2020,Octubre,10,Llamadas,Violencia de género,14,11
2020,Octubre,10,Llamadas,Violencia de género,15,7
2020,Octubre,10,Llamadas,Violencia de género,16,15
2020,Octubre,10,Llamadas,Violencia de género,17,26
2020,Octubre,10,Llamadas,Violencia de género,18,18
2020,Octubre,10,Llamadas,Violencia de género,19,13
2020,Octubre,10,Llamadas,Violencia de género,20,25
2020,Octubre,10,Llamadas,Violencia de género,21,47
2020,Octubre,10,Llamadas,Violencia de género,22,40
2020,Octubre,10,Llamadas,Violencia de género,23,40
2020,Octubre,10,Llamadas,Violencia familiar en curso,0,538
2020,Octubre,10,Llamadas,Violencia familiar en curso,1,438
2020,Octubre,10,Llamadas,Violencia familiar en curso,2,266
2020,Octubre,10,Llamadas,Violencia familiar en curso,3,257
2020,Octubre,10,Llamadas,Violencia familiar en curso,4,154
2020,Octubre,10,Llamadas,Violencia familiar en curso,5,193
2020,Octubre,10,Llamadas,Violencia familiar en curso,6,138
2020,Octubre,10,Llamadas,Violencia familiar en curso,7,98
2020,Octubre,10,Llamadas,Violencia familiar en curso,8,157
2020,Octubre,10,Llamadas,Violencia familiar en curso,9,160
2020,Octubre,10,Llamadas,Violencia familiar en curso,10,163
2020,Octubre,10,Llamadas,Violencia familiar en curso,11,241
2020,Octubre,10,Llamadas,Violencia familiar en curso,12,285
2020,Octubre,10,Llamadas,Violencia familiar en curso,13,286
2020,Octubre,10,Llamadas,Violencia familiar en curso,14,198
2020,Octubre,10,Llamadas,Violencia familiar en curso,15,303
2020,Octubre,10,Llamadas,Violencia familiar en curso,16,248
2020,Octubre,10,Llamadas,Violencia familiar en curso,17,248
2020,Octubre,10,Llamadas,Violencia familiar en curso,18,309
2020,Octubre,10,Llamadas,Violencia familiar en curso,19,492
2020,Octubre,10,Llamadas,Violencia familiar en curso,20,573
2020,Octubre,10,Llamadas,Violencia familiar en curso,21,474
2020,Octubre,10,Llamadas,Violencia familiar en curso,22,661
2020,Octubre,10,Llamadas,Violencia familiar en curso,23,631
2020,Octubre,10,Llamadas,Violencia familiar histórica,0,2
2020,Octubre,10,Llamadas,Violencia familiar histórica,1,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,2,3
2020,Octubre,10,Llamadas,Violencia familiar histórica,3,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,4,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,5,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,6,3
2020,Octubre,10,Llamadas,Violencia familiar histórica,7,2
2020,Octubre,10,Llamadas,Violencia familiar histórica,8,3
2020,Octubre,10,Llamadas,Violencia familiar histórica,9,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,10,5
2020,Octubre,10,Llamadas,Violencia familiar histórica,11,1
2020,Octubre,10,Llamadas,Violencia familiar histórica,12,5
2020,Octubre,10,Llamadas,Violencia familiar histórica,13,4
2020,Octubre,10,Llamadas,Violencia familiar histórica,14,4
2020,Octubre,10,Llamadas,Violencia familiar histórica,15,7
2020,Octubre,10,Llamadas,Violencia familiar histórica,16,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,17,1
2020,Octubre,10,Llamadas,Violencia familiar histórica,18,0
2020,Octubre,10,Llamadas,Violencia familiar histórica,19,4
2020,Octubre,10,Llamadas,Violencia familiar histórica,20,2
2020,Octubre,10,Llamadas,Violencia familiar histórica,21,2
2020,Octubre,10,Llamadas,Violencia familiar histórica,22,3
2020,Octubre,10,Llamadas,Violencia familiar histórica,23,1
2020,Septiembre,9,Intervenciones,Abuso sexual,0,0
2020,Septiembre,9,Intervenciones,Abuso sexual,0,1
2020,Septiembre,9,Intervenciones,Abuso sexual,1,0
2020,Septiembre,9,Intervenciones,Abuso sexual,2,0
2020,Septiembre,9,Intervenciones,Abuso sexual,3,0
2020,Septiembre,9,Intervenciones,Abuso sexual,3,1
2020,Septiembre,9,Intervenciones,Abuso sexual,4,0
2020,Septiembre,9,Intervenciones,Abuso sexual,4,1
2020,Septiembre,9,Intervenciones,Abuso sexual,5,0
2020,Septiembre,9,Intervenciones,Abuso sexual,5,4
2020,Septiembre,9,Intervenciones,Abuso sexual,6,0
2020,Septiembre,9,Intervenciones,Abuso sexual,7,0
2020,Septiembre,9,Intervenciones,Abuso sexual,7,1
2020,Septiembre,9,Intervenciones,Abuso sexual,8,0
2020,Septiembre,9,Intervenciones,Abuso sexual,8,1
2020,Septiembre,9,Intervenciones,Abuso sexual,9,0
2020,Septiembre,9,Intervenciones,Abuso sexual,9,1
2020,Septiembre,9,Intervenciones,Abuso sexual,10,0
2020,Septiembre,9,Intervenciones,Abuso sexual,11,0
2020,Septiembre,9,Intervenciones,Abuso sexual,11,1
2020,Septiembre,9,Intervenciones,Abuso sexual,12,1
2020,Septiembre,9,Intervenciones,Abuso sexual,13,0
2020,Septiembre,9,Intervenciones,Abuso sexual,13,4
2020,Septiembre,9,Intervenciones,Abuso sexual,14,0
2020,Septiembre,9,Intervenciones,Abuso sexual,14,2
2020,Septiembre,9,Intervenciones,Abuso sexual,15,0
2020,Septiembre,9,Intervenciones,Abuso sexual,15,4
2020,Septiembre,9,Intervenciones,Abuso sexual,16,0
2020,Septiembre,9,Intervenciones,Abuso sexual,16,2
2020,Septiembre,9,Intervenciones,Abuso sexual,17,0
2020,Septiembre,9,Intervenciones,Abuso sexual,17,1
2020,Septiembre,9,Intervenciones,Abuso sexual,18,0
2020,Septiembre,9,Intervenciones,Abuso sexual,18,2
2020,Septiembre,9,Intervenciones,Abuso sexual,19,0
2020,Septiembre,9,Intervenciones,Abuso sexual,19,2
2020,Septiembre,9,Intervenciones,Abuso sexual,20,0
2020,Septiembre,9,Intervenciones,Abuso sexual,20,5
2020,Septiembre,9,Intervenciones,Abuso sexual,21,0
2020,Septiembre,9,Intervenciones,Abuso sexual,21,3
2020,Septiembre,9,Intervenciones,Abuso sexual,22,0
2020,Septiembre,9,Intervenciones,Abuso sexual,23,0
2020,Septiembre,9,Intervenciones,Violencia de género,0,25
2020,Septiembre,9,Intervenciones,Violencia de género,1,17
2020,Septiembre,9,Intervenciones,Violencia de género,2,12
2020,Septiembre,9,Intervenciones,Violencia de género,3,5
2020,Septiembre,9,Intervenciones,Violencia de género,4,9
2020,Septiembre,9,Intervenciones,Violencia de género,5,10
2020,Septiembre,9,Intervenciones,Violencia de género,6,10
2020,Septiembre,9,Intervenciones,Violencia de género,7,6
2020,Septiembre,9,Intervenciones,Violencia de género,8,4
2020,Septiembre,9,Intervenciones,Violencia de género,9,8
2020,Septiembre,9,Intervenciones,Violencia de género,10,8
2020,Septiembre,9,Intervenciones,Violencia de género,11,15
2020,Septiembre,9,Intervenciones,Violencia de género,12,6
2020,Septiembre,9,Intervenciones,Violencia de género,13,6
2020,Septiembre,9,Intervenciones,Violencia de género,14,11
2020,Septiembre,9,Intervenciones,Violencia de género,15,6
2020,Septiembre,9,Intervenciones,Violencia de género,16,8
2020,Septiembre,9,Intervenciones,Violencia de género,17,8
2020,Septiembre,9,Intervenciones,Violencia de género,18,8
2020,Septiembre,9,Intervenciones,Violencia de género,19,15
2020,Septiembre,9,Intervenciones,Violencia de género,20,13
2020,Septiembre,9,Intervenciones,Violencia de género,21,16
2020,Septiembre,9,Intervenciones,Violencia de género,22,21
2020,Septiembre,9,Intervenciones,Violencia de género,23,25
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,0,263
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,1,205
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,2,170
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,3,139
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,4,101
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,5,92
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,6,80
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,7,54
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,8,67
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,9,83
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,10,98
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,11,142
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,12,127
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,13,152
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,14,136
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,15,149
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,16,141
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,17,139
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,18,169
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,19,236
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,20,259
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,21,300
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,22,290
2020,Septiembre,9,Intervenciones,Violencia familiar en curso,23,287
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,0,3
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,1,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,2,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,3,0
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,4,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,5,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,6,0
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,7,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,8,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,9,2
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,10,0
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,11,2
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,12,3
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,13,4
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,14,4
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,15,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,16,2
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,17,1
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,18,2
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,19,3
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,20,0
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,21,4
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,22,2
2020,Septiembre,9,Intervenciones,Violencia familiar histórica,23,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,0,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,1,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,2,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,3,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,3,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,4,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,5,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,6,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,7,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,8,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,8,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,9,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,10,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,11,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,12,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,13,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,13,2
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,14,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,14,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,15,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,15,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,16,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,16,1
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,17,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,18,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,19,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,20,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,20,3
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,21,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,22,0
2020,Septiembre,9,Intervenciones SAMEC,Abuso sexual,23,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,0,4
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,1,3
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,2,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,3,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,4,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,5,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,6,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,7,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,8,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,9,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,10,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,11,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,12,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,13,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,14,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,15,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,16,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,17,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,18,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,19,2
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,20,2
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,21,1
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,22,5
2020,Septiembre,9,Intervenciones SAMEC,Violencia de género,23,2
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,0,37
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,1,26
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,2,27
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,3,28
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,4,20
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,5,14
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,6,17
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,7,11
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,8,10
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,9,6
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,10,16
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,11,14
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,12,13
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,13,11
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,14,21
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,15,19
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,16,10
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,17,15
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,18,12
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,19,27
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,20,30
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,21,45
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,22,45
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar en curso,23,45
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar histórica,0,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar histórica,1,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar histórica,2,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar histórica,3,0
2020,Septiembre,9,Intervenciones SAMEC,Violencia familiar histórica,4,0
